"charger_id","charger_name","lat","lon","charger_type","power_kw","connector","number_of_chargers","simultaneous_capacity","price_per_kwh","open_hour","public_private","taxi_access"
"seoul_owned_중곡동 복개천 노상공영주차장(중곡동우체국 앞)_1","중곡동 복개천 노상공영주차장(중곡동우체국 앞)","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑구시설관리공단 복합청사 주차장_1","중랑구시설관리공단 복합청사 주차장","","","AC완속","7","AC완속","1","1","","09:00~18:00","서울시 소유",""
"seoul_owned_중랑구청_1","중랑구청","","","DC콤보","100","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
"seoul_owned_중랑구청_2","중랑구청","","","DC콤보","100","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
"seoul_owned_중랑천환경센터_1","중랑천환경센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑천환경센터_2","중랑천환경센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑초교 공영주차장_1","중랑초교 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑초교 공영주차장_2","중랑초교 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑초교 공영주차장_3","중랑초교 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑초교 공영주차장_4","중랑초교 공영주차장","","","AC완속","100","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑캠핑숲 제1주차장_1","중랑캠핑숲 제1주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑캠핑숲 제1주차장_2","중랑캠핑숲 제1주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑캠핑숲 제1주차장_3","중랑캠핑숲 제1주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑캠핑숲 제1주차장_4","중랑캠핑숲 제1주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_중랑캠핑숲 제1주차장_5","중랑캠핑숲 제1주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_창2동 제4공영주차장_1","창2동 제4공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_창3동 제1공영주차장_1","창3동 제1공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_창동역 공영주차장_1","창동역 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_천왕산가족캠핑장_1","천왕산가족캠핑장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_천왕산가족캠핑장_2","천왕산가족캠핑장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_천호역 공영주차장_1","천호역 공영주차장","","","DC차데모+AC3상+DC콤보","50","DC차데모+AC3상+DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계3 노상공영주차장(고려상사 앞)_1","청계3 노상공영주차장(고려상사 앞)","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계3 노상공영주차장(코리아몰 앞)_1","청계3 노상공영주차장(코리아몰 앞)","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계5 노상공영주차장_1","청계5 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계5 노상공영주차장_2","청계5 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계8 노상공영주차장_1","청계8 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계8 노상공영주차장_2","청계8 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계8가 노상공영주차장_1","청계8가 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청계8가 노상공영주차장_2","청계8가 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청기와2 노상공영주차장_1","청기와2 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청량리동주차장_1","청량리동주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청소년미래진로센터(하자센터)_1","청소년미래진로센터(하자센터)","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_청소년미래진로센터(하자센터)_2","청소년미래진로센터(하자센터)","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_초안산근린공원 거주자주차장_1","초안산근린공원 거주자주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_초안산수국동산_1","초안산수국동산","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_하월곡동 거주자우선주차장_1","하월곡동 거주자우선주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한남동 공영주차장_1","한남동 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_1","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_2","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_3","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_4","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_5","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_6","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_7","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_8","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_9","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_10","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한마음공영주차장_11","한마음공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_한화꿈에그린아파트 거주자우선주차장_1","한화꿈에그린아파트 거주자우선주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_해맞이공영주차장 _1","해맞이공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_행운동제1공주차장_1","행운동제1공주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_행운동제1공주차장_2","행운동제1공주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_홍제1동 공용주차장_1","홍제1동 공용주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_홍제1동 공용주차장_2","홍제1동 공용주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_홍제동 주영빌딩 앞전기차 충전소_1","홍제동 주영빌딩 앞전기차 충전소","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_화곡본동주민센터_1","화곡본동주민센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_화창운수 앞 가로등형 충전소_1","화창운수 앞 가로등형 충전소","","","DC콤보","50","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
"seoul_owned_훈련원공원 노상공영주차장_1","훈련원공원 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_휘경동 노외공영주차장_1","휘경동 노외공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
